C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\center_2024_01_10_15_14_02_120.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\left_2024_01_10_15_14_02_120.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\right_2024_01_10_15_14_02_120.jpg, 0, 0, 0, 7.866797E-05
C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\center_2024_01_10_15_14_02_223.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\left_2024_01_10_15_14_02_223.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\right_2024_01_10_15_14_02_223.jpg, 0, 0, 0, 7.824426E-05
C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\center_2024_01_10_15_14_02_325.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\left_2024_01_10_15_14_02_325.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\right_2024_01_10_15_14_02_325.jpg, 0, 0, 0, 7.956999E-05
C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\center_2024_01_10_15_14_02_427.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\left_2024_01_10_15_14_02_427.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\right_2024_01_10_15_14_02_427.jpg, 0, 0, 0, 7.784191E-05
C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\center_2024_01_10_15_14_02_529.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\left_2024_01_10_15_14_02_529.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\right_2024_01_10_15_14_02_529.jpg, 0, 0, 0, 7.888587E-05
C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\center_2024_01_10_15_14_02_630.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\left_2024_01_10_15_14_02_630.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\right_2024_01_10_15_14_02_630.jpg, 0, 0, 0, 7.752315E-05
C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\center_2024_01_10_15_14_02_730.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\left_2024_01_10_15_14_02_730.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\right_2024_01_10_15_14_02_730.jpg, 0, 0, 0, 7.738787E-05
C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\center_2024_01_10_15_14_02_831.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\left_2024_01_10_15_14_02_831.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\right_2024_01_10_15_14_02_831.jpg, 0, 0, 0, 7.988701E-05
C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\center_2024_01_10_15_14_02_931.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\left_2024_01_10_15_14_02_931.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\right_2024_01_10_15_14_02_931.jpg, 0, 0, 0, 7.807022E-05
C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\center_2024_01_10_15_14_03_031.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\left_2024_01_10_15_14_03_031.jpg, C:\Users\tanch\Downloads\simulator-windows-64\New folder\IMG\right_2024_01_10_15_14_03_031.jpg, 0, 0, 0, 7.798531E-05
